"filename", "language", "JavaScript", "TypeScript", "HTML", "JSON with Comments", "Markdown", "JSON", "SCSS", "CSS", "Vue", "XML", "comment", "blank", "total"
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-alipay.js", "JavaScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 64
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-apple.js", "JavaScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 63
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-mobile-by-mp-weixin.js", "JavaScript", 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 105
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-mobile-by-sms.js", "JavaScript", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 93
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-mobile-by-univerify.js", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 71
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-qq.js", "JavaScript", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 111
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\bind-weixin.js", "JavaScript", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 101
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\index.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\unbind-alipay.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 33
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\unbind-apple.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 33
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\unbind-qq.js", "JavaScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 47
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\relate\unbind-weixin.js", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 41
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\utils\index.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\utils\refresh-token.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 20
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\utils\secure-network-handshake-by-weixin.js", "JavaScript", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 74
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\utils\set-push-cid.js", "JavaScript", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 142
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\verify\create-captcha.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 35
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\verify\index.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\verify\refresh-captcha.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 35
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\verify\send-email-code.js", "JavaScript", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 61
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\verify\send-email-link.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 13
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\module\verify\send-sms-code.js", "JavaScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 72
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\package-lock.json", "JSON", 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 1, 149
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\cloudfunctions\uni-id-co\package.json", "JSON", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 1, 24
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\database\opendb-device.schema.json", "JSON", 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 142
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\database\uni-id-device.schema.json", "JSON", 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 83
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\database\uni-id-log.schema.json", "JSON", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 1, 72
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\database\uni-id-permissions.schema.json", "JSON", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 1, 53
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\database\uni-id-roles.schema.json", "JSON", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 51
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-id-pages\uniCloud\database\uni-id-users.schema.json", "JSON", 0, 0, 0, 0, 0, 464, 0, 0, 0, 0, 0, 1, 465
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-list\changelog.md", "Markdown", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 25
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-list\components\uni-list-ad\uni-list-ad.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 4, 10, 108
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-list\components\uni-list-chat\uni-list-chat.scss", "SCSS", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 23, 11, 59
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-list\components\uni-list-chat\uni-list-chat.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 507, 0, 5, 40, 552
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-list\components\uni-list-item\uni-list-item.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 457, 0, 4, 27, 488
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-list\components\uni-list\uni-list.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 4, 8, 124
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-list\components\uni-list\uni-refresh.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 4, 3, 66
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-list\components\uni-list\uni-refresh.wxs", "JavaScript", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 88
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-list\package.json", "JSON", 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 88
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-list\readme.md", "Markdown", 0, 0, 0, 0, 245, 0, 0, 0, 0, 0, 10, 91, 346
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-load-more\changelog.md", "Markdown", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-load-more\components\uni-load-more\i18n\en.json", "JSON", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-load-more\components\uni-load-more\i18n\index.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-load-more\components\uni-load-more\i18n\zh-Hans.json", "JSON", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-load-more\components\uni-load-more\i18n\zh-Hant.json", "JSON", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-load-more\components\uni-load-more\uni-load-more.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 339, 0, 8, 53, 400
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-load-more\package.json", "JSON", 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 86
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-load-more\readme.md", "Markdown", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 9, 15
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-nav-bar\changelog.md", "Markdown", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 4, 48
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-nav-bar\components\uni-nav-bar\uni-nav-bar.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 332, 0, 2, 24, 358
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-nav-bar\components\uni-nav-bar\uni-status-bar.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 3, 28
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-nav-bar\package.json", "JSON", 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 86
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-nav-bar\readme.md", "Markdown", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 10, 16
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-open-bridge-common\changelog.md", "Markdown", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-open-bridge-common\package.json", "JSON", 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 84
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-open-bridge-common\readme.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 6
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\bridge-error.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 27
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\config.js", "JavaScript", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 96
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\consts.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\index.js", "JavaScript", 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 50, 222
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\package.json", "JSON", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 15
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\storage.js", "JavaScript", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 118
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\uni-cloud-cache.js", "JavaScript", 292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28, 325
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\validator.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-open-bridge-common\uniCloud\cloudfunctions\common\uni-open-bridge-common\weixin-server.js", "JavaScript", 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 33, 203
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-open-bridge-common\uniCloud\database\opendb-open-data.schema.json", "JSON", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 1, 20
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\changelog.md", "Markdown", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 1, 61
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\components\uni-popup-dialog\keypress.js", "JavaScript", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 46
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\components\uni-popup-dialog\uni-popup-dialog.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 252, 0, 0, 20, 272
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\components\uni-popup-message\uni-popup-message.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 14, 144
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\components\uni-popup-share\uni-popup-share.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0, 12, 188
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\components\uni-popup\i18n\en.json", "JSON", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\components\uni-popup\i18n\index.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\components\uni-popup\i18n\zh-Hans.json", "JSON", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\components\uni-popup\i18n\zh-Hant.json", "JSON", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\components\uni-popup\keypress.js", "JavaScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 46
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\components\uni-popup\popup.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 27
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\components\uni-popup\uni-popup.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 461, 0, 2, 12, 475
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\package.json", "JSON", 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 1, 91
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-popup\readme.md", "Markdown", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 11, 18
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\changelog.md", "Markdown", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\package.json", "JSON", 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 1, 83
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\readme.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\styles\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\styles\setting\_border.scss", "SCSS", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\styles\setting\_color.scss", "SCSS", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 16, 2, 67
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\styles\setting\_radius.scss", "SCSS", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 1, 3, 56
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\styles\setting\_space.scss", "SCSS", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 2, 56
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\styles\setting\_styles.scss", "SCSS", 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 3, 16, 168
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\styles\setting\_text.scss", "SCSS", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 4, 2, 25
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\styles\setting\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 29, 15, 147
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\styles\tools\functions.scss", "SCSS", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 2, 20
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\theme.scss", "SCSS", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 11, 2, 32
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-scss\variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 13, 13, 63
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-search-bar\changelog.md", "Markdown", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 3, 34
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-search-bar\components\uni-search-bar\i18n\en.json", "JSON", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-search-bar\components\uni-search-bar\i18n\index.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-search-bar\components\uni-search-bar\i18n\zh-Hans.json", "JSON", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-search-bar\components\uni-search-bar\i18n\zh-Hant.json", "JSON", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-search-bar\components\uni-search-bar\uni-search-bar.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 287, 0, 0, 12, 299
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-search-bar\package.json", "JSON", 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 89
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-search-bar\readme.md", "Markdown", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 9, 15
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-transition\changelog.md", "Markdown", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-transition\components\uni-transition\createAnimation.js", "JavaScript", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 9, 129
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-transition\components\uni-transition\uni-transition.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 273, 0, 0, 5, 278
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-transition\package.json", "JSON", 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 87
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\uni-transition\readme.md", "Markdown", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 5, 11
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\changelog.md", "Markdown", 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 3, 134
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-action-sheet\u-action-sheet.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 237, 0, 0, 10, 247
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-alert-tips\u-alert-tips.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 237, 0, 0, 21, 258
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-avatar-cropper\u-avatar-cropper.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 273, 0, 4, 14, 291
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-avatar-cropper\weCropper.js", "JavaScript", 920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 157, 1257
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-avatar\u-avatar.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 254, 0, 0, 10, 264
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-back-top\u-back-top.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 6, 154
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-badge\u-badge.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 17, 217
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-button\u-button.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 563, 0, 0, 40, 603
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-calendar\u-calendar.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 641, 0, 1, 25, 667
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-car-keyboard\u-car-keyboard.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 254, 0, 0, 14, 268
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-card\u-card.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 289, 0, 0, 12, 301
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-cell-group\u-cell-group.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 6, 71
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-cell-item\u-cell-item.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 300, 0, 0, 18, 318
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-checkbox-group\u-checkbox-group.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 174, 0, 0, 5, 179
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-checkbox\u-checkbox.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 309, 0, 0, 14, 323
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-circle-progress\u-circle-progress.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 215, 0, 1, 5, 221
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-col\u-col.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 17, 157
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-collapse-item\u-collapse-item.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 196, 0, 0, 11, 207
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-collapse\u-collapse.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 4, 101
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-column-notice\u-column-notice.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 230, 0, 0, 9, 239
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-count-down\u-count-down.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 4, 176
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-count-down\utils.js", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 63
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-count-to\u-count-to.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 261, 0, 0, 6, 267
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-divider\u-divider.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 10, 154
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-dropdown-item\u-dropdown-item.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 4, 167
"c:\Users\yzc\Desktop\showTheVibe\src\uni_modules\vk-uview-ui\components\u-dropdown\u-dropdown.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 286, 0, 0, 14, 300
